"post_id","Date Added","Caption","Option 1","Option 2","Sponsor?","id","UGC?","# Views","# Resps","% R/V","% Opt1","% Opt2","# Likes","# Comments","# Bookmarks","# Skips"
"1716782975797-Bl6KgA4v","2024-05-27 00:00:00","","Have a private meeting with your favorite professional athlete","Have the chance to compete against them in their respective sport?","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716782981910-ypfClSUk","2024-05-27 00:00:00","","Have a one-on-one interview with a world leader","Have the opportunity to interview your favorite fictional character","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782982425-OAadE5Fu","2024-05-27 00:00:00","","Have the opportunity to collaborate on a song with your favorite musician ","Have a guest appearance in a popular television series","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716782986855-LUhqUeiP","2024-05-27 00:00:00","","Have a locker that can magically organize all your books and supplies but occasionally eats your lunch","Have a magical notebook that completes your homework assignments for you, but it also doodles funny pictures all over them","False","n/a","False",4,4,1,0.25,0.75,0,0,0,0
"1716782994600-7TNAYLxu","2024-05-27 00:00:00","","Have the ability to become an overnight social media sensation but you can never monetize your platform","Have a dedicated and engaged audience but you can never reveal your true identity or appearance","False","n/a","False",4,4,1,0,1,1,1,0,0
"1716783001446-xA4oeauW","2024-05-27 00:00:00","","Have free wifi wherever you go","Have free coffee for life","False","n/a","False",4,4,1,1,0,1,1,0,0
"1716783008080-4pjrDJar","2024-05-27 00:00:00","","Be able to speak all human languages","Communicate with animals","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716783009168-4gvYs8xZ","2024-05-27 00:00:00","","Have a cafeteria that serves unlimited pizza but it's only topping is pineapple","Have a vending machine that dispenses free snacks but only when you do a silly dance in front of it","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716783014154-0T7MZ3C9","2024-05-27 00:00:00","","Have the opportunity to meet your favorite K-pop idol ","Attend a music festival headlined by all your favorite international artists","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,1,1,0,0
"1716783019095-XMk4oTCs","2024-05-27 00:00:00","","Have the talent to become a famous fashion designer","Have the ability to create your own popular beauty brand","False","n/a","False",4,4,1,0.25,0.75,0,0,0,0
"1716783020289-pigFUwZW","2024-05-27 00:00:00","","Have the ability to attend any major sporting event of your choice","Have front-row seats to every movie premiere for the next five years","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783021862-7NsIFhVB","2024-05-27 00:00:00","","Play the part of a superhero","Play the part of a supervillain","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783022473-IleCLPjP","2024-05-27 00:00:00","","Be able to speak to animals","Be able to speak all human languages","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783028080-ktK8UgVq","2024-05-27 00:00:00","","Have a subscription service that automatically replenishes your everyday essentials but limits your choices to select brands","Have the freedom to choose any brand you want but have to manually restock your essentials each time","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783030432-GsRH4fRD","2024-05-27 00:00:00","","Have a fridge that automatically orders your favorite snacks when you run out but you can't decide fully what you get to order","Have a fridge that onlhy stocks your essentials but has a built in karaoke machine and performs songs when it notices you feel sad","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,1
"1716783031053-FuYZ5c4e","2024-05-27 00:00:00","","Have a personal trainer who can magically transform your body overnight but they also follow you around everywhere, constantly shouting motivational quotes","Have a personal stylist who can dress you in the latest fashion trends but they also insist on adding a fanny pack to every outfit","False","n/a","False",4,4,1,0.5,0.5,0,1,0,0
"1716783032212-fvgqYjcG","2024-05-27 00:00:00","","Only drink water","Never drink water again","False","n/a","False",4,4,1,0.5,0.5,1,0,0,0
"1716783032740-mBoj3ZSr","2024-05-27 00:00:00","","tea","coffee","False","n/a","False",4,3,0.75,0,1,0,0,0,0
"1716783035063-JjvgPF52","2024-05-27 00:00:00","","Forever young but never finds true love","Finds true love but only lives 30 years","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783038253-8RdVAaRO","2024-05-27 00:00:00","","Be able to fly as high as you want without consequences","Be able to swim as deep as you want without consequences","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783038889-qEFwZlg3","2024-05-27 00:00:00","","be smart","be diligent","False","n/a","False",4,3,0.75,1,0,0,0,0,0
"1716783045378-FCuOBIEJ","2024-05-27 00:00:00","","Get a free annual pass to Disneyland","Get a free annual pass to Universal Studios","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716809270884-vO7zRTj2","2024-05-27 00:00:00","Try this…","Super handsome but never gonna own/spend a penny","Super rich but unacceptably ugly","False","n/a","True",4,4,1,0.75,0.25,2,3,0,0
"1716825582511-RtI2OmDI","2024-05-27 00:00:00","One of the all-time great rivalries in F1","Senna","Prost","False","n/a","True",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,1
"1716895279934-GNSTfNRz","2024-05-28 00:00:00","","Anime ","Koop ","False","n/a","True",4,2,0.5,0.5,0.5,0,0,0,0
"1717051051414-AR27Pgfs","2024-05-30 00:00:00","","Jokic","Doncic","False","n/a","True",4,3,0.75,1,0,0,0,0,1
"1717167226018-HW3aSwQz","2024-05-31 00:00:00","which is the better character?","Kim Bok Joo (Weightlifting Fairy Kim Bok Joo)","Woo Young Woo (Extraordinary Attorney Woo)","False","n/a","True",4,2,0.5,0,1,0,0,0,2
"1717167643339-EQilqXvJ","2024-05-31 00:00:00","who's the better k-drama character?","Park Chang-ho (Big Mouth)","Shim Eun-seok (Juvenile Justice)","False","n/a","True",4,2,0.5,1,0,0,0,0,1
"1717167686084-MJlkV9vo","2024-05-31 00:00:00","who is the better character?","Kim Shin (Guardian: The lonely & Great God)","Yeom Mi-jeong (My liberation Notes)","False","n/a","True",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,1
"1718162817928-5KElw6l7","2024-06-12 00:00:00","","have bad luck in the kitchen","had bad luck in the bedroom","False","n/a","True",4,4,1,0.5,0.5,0,1,0,0
"1718162900956-Xl1MKaSl","2024-06-12 00:00:00","","get a misinterpreted foreign symbol tattoo","get a tattoo of your ex's name","False","n/a","True",4,4,1,1,0,0,0,0,0
"1718759770913-9L5PpNu5","2024-06-19 00:00:00","","IU","BLACKPINK","False","n/a","True",4,4,1,0.5,0.5,1,13,0,0
"1718760050773-VYdZg5tQ","2024-06-19 00:00:00","Which anime","SPY×FAMILY","The Apothecary Diaries","False","n/a","True",4,4,1,0.75,0.25,2,4,0,0
"1718789885643-sGGILnkJ","2024-06-19 00:00:00","","Dallas Mavericks","Golden State warriors","False","n/a","True",4,2,0.5,0,1,1,1,0,1
"1718791341543-k62Fxlyg","2024-06-19 00:00:00","","Cook in basketball","Cook in gaming","False","n/a","True",4,4,1,0.75,0.25,1,0,0,0
"1718791467810-g5OB7RYo","2024-06-19 00:00:00","","double jump and dash like jett in real life","be able to drink speed and strength potions in real life","False","n/a","True",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782323384-nrgcGpbe","2024-05-27 00:00:00","","SAMSUNG","APPLE","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782937348-N9McwqZo","2024-05-27 00:00:00","","Have a subscription to a streaming service that has every movie and TV show but lots of ads","Have a subscription with limited content but no ads at all","False","n/a","False",3,2,0.6666666666666666,1,0,0,1,0,0
"1716782938493-UgKoerrW","2024-05-27 00:00:00","","Only watch YouTube Shorts forever","Only watch Instagram Reels forever","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,1,0,1
"1716782940067-JAQEq9rg","2024-05-27 00:00:00","","Solve a great mystery of the past","Discover a great secret of the universe","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782949522-uCzVGMkN","2024-05-27 00:00:00","","Have the ability to control squirrels","Have the ability to make people sneeze on command","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,1,0,0
"1716782950084-3hyiIEOB","2024-05-27 00:00:00","","Take care of animals in a shelter","Take care of children in an orphanage","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716782951166-9qKFyVeb","2024-05-27 00:00:00","","Have a rewind button for your life","Have a pause button for the world","False","n/a","False",3,3,1,1,0,1,0,0,0
"1716782955557-0A2mlGL0","2024-05-27 00:00:00","","Have a bottomless bowl of guacamole","Have an unlimited supply of pizza","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,0
"1716782956070-23g7CtQV","2024-05-27 00:00:00","","Find your forever love on ""Love is Blind""","Find a hot flilng on ""Too Hot To Handle""","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,1
"1716782957778-8VgMw8ZZ","2024-05-27 00:00:00","","Be able to control time","Be able to alter reality","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782959288-R9DyQFfX","2024-05-27 00:00:00","","Live without the internet","Live without music","False","n/a","False",3,2,0.6666666666666666,0,1,1,1,0,1
"1716782965430-i4KGnYn7","2024-05-27 00:00:00","","Have the ability to change your appearance at will","Have the ability to change your voice at will","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782966460-m4EBWmj8","2024-05-27 00:00:00","","Be able to speak every language fluently","Be able to play every instrument perfectly","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,1,0,0
"1716782971655-cFerl9IJ","2024-05-27 00:00:00","","Have a laptop with unlimited battery life but it can only access educational websites","Have a smartwatch that can instantly solve any math problem but it occasionally beeps loudly during lectures","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,0,0,0
"1716782976333-J1w6RfZv","2024-05-27 00:00:00","","Have the ability to speak to animals but they can only communicate through interpretive dance","Have the power to talk to plants but they only speak in riddles","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,0
"1716782976868-iQqPgt0u","2024-05-27 00:00:00","","Have spaghetti for hair","Have meatballs for eyes","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782983563-z5CFQ87l","2024-05-27 00:00:00","","Have a personal VR gaming setup with unlimited access to all the latest games","Have a private home theater with a massive screen for movie marathons","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782984696-QFBnP1dP","2024-05-27 00:00:00","","Have the ability to instantly recover from any hangover but you can only communicate in limericks for 24 hours","Have the ability to instantly recover from any hangover but you can only communicate in limericks for 24 hours","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,1
"1716782992483-gFMm5gai","2024-05-27 00:00:00","","Have all your shirts be 2 sizes too big","Have all your pants be 2 sizes too small","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782993560-1W3pGAl8","2024-05-27 00:00:00","","Have a phone with incredible battery life but a terrible camera","Have a phone with a fantastic camera but a battery that drains quickly","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716782995668-M4GHQCLV","2024-05-27 00:00:00","","Have the power to bring peace to the world","Have unlimited wealth","False","n/a","False",3,2,0.6666666666666666,0,1,0,1,0,0
"1716782996182-X1fa3Wy2","2024-05-27 00:00:00","","Be so funny everyone laughs the moment you speak","Be so charming everyone crushes on you the moment you speak","False","n/a","False",3,3,1,0,1,0,0,0,0
"1716782998607-P59qcO3h","2024-05-27 00:00:00","","Live in Minecraft world","Live in Roblox world","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,1
"1716783004483-NlnX6xNZ","2024-05-27 00:00:00","","Have a photographic memory","Have an extraordinary talent for solving puzzles","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716783005032-MbNqsW2E","2024-05-27 00:00:00","","Have to say IJBOL out loud every time you laugh","Have to narrate your own life like a vlogger","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,2
"1716783005661-6lcrTNrq","2024-05-27 00:00:00","","Have a rewind button for your life","Have a pause button for your life","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716783006801-YBNzupdU","2024-05-27 00:00:00","","Go back 10 years","Fast forward 10 years","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783010852-oNLPWPqp","2024-05-27 00:00:00","","Have a shopping spree with a celebrity stylist who chooses all your outfits but you have to wear branded clothing head to toe","Have complete style freedo but can only shop at thrift stores and discount retailers","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783021363-IAJK0epd","2024-05-27 00:00:00","","Get to have a dinner with your childhood hero","Get to have a dinner with your celebrity crush","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716783025137-72iYqq4N","2024-05-27 00:00:00","","Have a magical credit card that never maxes out but every purchase requires you to do a dance in public","Have a device that instantly fixes any broken technology but only works if you sing a song to it","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783026339-ZfqZCcLB","2024-05-27 00:00:00","","Discover a new planet","Discover a new species on Earth","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783028608-VVaFXoA5","2024-05-27 00:00:00","","Have the ability to instantly find the best deals on any product but you can only shop during limited-time flash sales","Have access to exclusive pre-order privileges but you can never get discounts or promotions","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,1,0,0
"1716783033418-a19e2ECL","2024-05-27 00:00:00","","You can never sing your fav songs","You can never hear your fav songs","False","n/a","False",3,3,1,1,0,0,0,0,0
"1717167742773-pfwyLZdF","2024-05-31 00:00:00","who's the better character?","Hwang Do-hee (Queenmaker)","Seong Gi-hun (Squid Game)","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,0
"1718076499400-G6JXzcUc","2024-06-11 00:00:00","","Have a personal chef","Have a personal driver","False","n/a","True",3,2,0.6666666666666666,0.5,0.5,0,0,0,0
"1718760300686-ANB9qGNJ","2024-06-19 00:00:00","Who would you rather have on your side","Daenerys Targaryen","Arya Stark","False","n/a","True",3,2,0.6666666666666666,0.5,0.5,1,2,0,1
"1718788703524-eyojQBSJ","2024-06-19 00:00:00","","To the moon","Go to zero","False","n/a","True",3,2,0.6666666666666666,1,0,1,2,0,0
"1718789057403-CLqzKx1Q","2024-06-19 00:00:00","","radiant in valorant but have no skins","iron in valorant but have all skins","False","n/a","True",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1718789202772-s2TY5EHV","2024-06-19 00:00:00","","chinese kung fu","japanese karate","False","n/a","True",3,1,0.3333333333333333,1,0,0,0,0,1
"1718791366108-gzmVDhg2","2024-06-19 00:00:00","","200 friends but each friend has a bad habit","1 friend but that friend only has good habits","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,0
"1718791481262-EoSqkHED","2024-06-19 00:00:00","","phoenix","Reyna","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,1
"1718942389489-ZbLdNmyI","2024-06-21 00:00:00","Girl's Name","Iyla","Jayla","False","n/a","True",3,1,0.3333333333333333,1,0,0,0,0,2
"1718953429103-lbeZLq4U","2024-06-21 00:00:00","Which came first?","Chicken 🐔","Egg 🥚","False","n/a","True",3,3,1,0.6666666666666666,0.3333333333333333,1,1,0,0
"1716782941724-uvK4souj","2024-05-27 00:00:00","","Have the ability to attend any music festival in Asia","Have backstage access to all the major award shows in the region","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716782944751-0zEOmuWt","2024-05-27 00:00:00","","Not sleep more than 2 hours for a year but make enough to retire in 10 years time","Sleep 8 hours every day for your whole life but you have to work until you're 70","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716782948938-mpMn8vI0","2024-05-27 00:00:00","","Have the power to instantly learn and master any dance move","Have the ability to sing like a famous artist for one night only","False","n/a","False",2,1,0.5,1,0,0,0,0,0
"1716782954351-AO9gnu7c","2024-05-27 00:00:00","","Play Fortnite for 48 hours straight","Play PUBG for 48 hours straight","False","n/a","False",2,1,0.5,1,0,0,0,0,1
"1716782961466-6GesNCdK","2024-05-27 00:00:00","","Attend a BTS concert","Attend a Blackpink concert","False","n/a","False",2,2,1,0,1,0,1,0,0
"1716782963851-OvZLeX3A","2024-05-27 00:00:00","","Explore the depths of the ocean","Explore outer space","False","n/a","False",2,2,1,0.5,0.5,1,0,0,0
"1716782964405-4idEVNXU","2024-05-27 00:00:00","","Have a professor who cancels all exams but assigns double the amount of essays","Have a personal tutor who can explain any complex topic to you but they have an annoying habit of speaking only in rhymes","False","n/a","False",2,2,1,0,1,0,0,0,0
"1716782972162-Q4ZgF5X6","2024-05-27 00:00:00","","Have the talent to create your own popular webcomic","Have the opportunity to collaborate with a famous Asian comic artist on a project","False","n/a","False",2,2,1,1,0,0,0,0,0
"1716782974678-nFPwhejf","2024-05-27 00:00:00","","Have unlimited data on phone","Have unlimited battery life on phone","False","n/a","False",2,2,1,0.5,0.5,1,1,0,0
"1716782981354-tViZBOkU","2024-05-27 00:00:00","","Have a guaranteed income of $1 million per year for the rest of your life","Have the bility to invent one groundbreaking invention?","False","n/a","False",2,1,0.5,1,0,0,0,0,0
"1716783006188-ge6pytTy","2024-05-27 00:00:00","","Have to wear formal attire everywhere you go","Have to wear pajamas everywhere you go","False","n/a","False",2,2,1,1,0,0,0,0,0
"1716783010212-HDce4oWe","2024-05-27 00:00:00","","Have a cool futuristic robotic arm","Have a neural implant that lets you download skills like The Matrix","False","n/a","False",2,1,0.5,0,1,0,0,0,0
"1716783013580-WzudC3Jz","2024-05-27 00:00:00","","Have a personal chef who can cook any dish you want but it always tastes like cardboard","Have a personal chef who can only cook macaroni and cheese but it's the most delicious mac and cheese in the world","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783025736-Pf3KV5Lw","2024-05-27 00:00:00","","Have the power to control time during work hours, but it also means you have to endure a daily dance-off with your boss","Have a job that pays a ridiculously high salary but requires you to wear cosplay every day","False","n/a","False",2,1,0.5,0,1,0,0,0,0
"1716783026945-vl1SmXJI","2024-05-27 00:00:00","","Have a lifetime supply of your favorite brand's products but never be able to try any other brands","Have the opporutnity to test and reviwe new products before they hit the market but never receive any freebies from your favorite brand again","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783029806-6JUpFKBD","2024-05-27 00:00:00","","Join the Heroes","Join the Villains","False","n/a","False",2,2,1,1,0,1,0,0,0
"1716783042033-11yQbOgO","2024-05-27 00:00:00","","Live in an apartment","Live in a house","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716783044853-fZD8pU4Q","2024-05-27 00:00:00","","Have your dream job","Find your true love","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716805801519-IVl4PavH","2024-05-27 00:00:00","Pick your hero","Captain America","Iron Man","False","n/a","True",2,2,1,0.5,0.5,1,0,0,0
"1718759813793-qx7kyFkQ","2024-06-19 00:00:00","Instantly know how to play the","Guitar","Saxophone","False","n/a","True",2,2,1,0.5,0.5,1,1,0,0
"1718791389027-d56wieJQ","2024-06-19 00:00:00","","Jujutsu Kaisen","Windbreaker","False","n/a","True",2,2,1,1,0,0,1,0,0
"1716782959803-ovv6DHti","2024-05-27 00:00:00","","Be able to breathe underwater","Be able to walk on walls like Spiderman","False","n/a","False",1,1,1,0,1,0,0,0,0
"1716782987976-3TAaDu3m","2024-05-27 00:00:00","","Have the power to control people's emotions but you can never experience emotions yourself","Have the ability to feel all emotions intensely but have no control over them","False","n/a","False",1,1,1,1,0,0,0,0,0
"1716783043786-gzSvy0tf","2024-05-27 00:00:00","","Have a photographic memory","Have an incredibly high IQ","False","n/a","False",1,1,1,1,0,0,0,0,0
"1718788912052-uZdCndRs","2024-06-19 00:00:00","","study economics","study computer science","False","n/a","True",1,1,1,1,0,0,0,0,0
"1718788945635-JAcU4TU3","2024-06-19 00:00:00","","Work in the government","work with the government","False","n/a","True",1,1,1,0,1,0,0,0,0
"1718791412517-v2NLVg1a","2024-06-19 00:00:00","","Kaiju no. 8","Mashle: Magic and Muscles","False","n/a","True",1,1,1,1,0,0,0,0,0
"1718853503016-9SzyKsE6","2024-06-20 00:00:00","","After Effects","Premiere Pro","False","n/a","True",1,1,1,1,0,0,0,0,0
"1716781749109-0penXtsN","2024-05-27 00:00:00","","SAMSUNG","APPLE","False","n/a","False",0,0,,,,0,0,0,0
